"Teapplix SKU",,Asin,UPC,Location,Xref3,"Unit Cost","Total Cost","Qty on Hand","Qty to Ship","Qty Available","Qty Reserve","Item Title"
105844569213,1,,,,,,0,4,0,4,,
1128841734358,1,,,,,,0,22,0,22,,
157129478509,1,,,,,,0,2,0,2,,
2111278660827,1,,,,,,0,9,0,9,,
25085037246893,1,,,,,,0,20,0,20,,
276435989948,1,,,,,,0,2,0,2,,
3204136198043,1,,,,,,0,10,0,10,,
32142356571927,1,,,,,,0,0,0,0,,
34740100069017,1,,,,,,0,23,0,23,,
35070444668883,1,,,,,,0,2,0,2,,
3903663143493,1,,,,,,0,0,0,0,,
451547898227,1,,,,,,0,9,0,9,,
454595235744,1,,,,,,0,-1,0,-1,,
48968553494616,1,,,,,,0,3,0,3,,
514915985403,1,,,,,,0,14,0,14,,
5177654177522,1,,,,,,0,24,0,24,,
5898492286950,1,,,,,,0,0,0,0,,
5958370713426,1,,,,,,0,21,0,21,,
6168680500328,1,,,,,,0,10,0,10,,
63963717716440,1,,,,,,0,1,0,1,,
66496518274,1,,,,,,0,7,0,7,,
728313526568,1,,,,,,0,15,0,15,,
79231597524,1,,,,,,0,36,0,36,,
795887401677,1,,,,,,0,2,0,2,,
7984566722342,1,,,,,,0,0,0,0,,
804112033152,1,,,,,,0,3,0,3,,
936611848189,1,,,,,,0,5,0,5,,
9902045578,1,,,,,,0,5,0,5,,
AAA-CMN-0005,1,,,,,,0,8,0,8,,
AAA-CMN-0010,1,,,,,15.77,0,0,0,0,,"Tenda A6 AP/Router Wireless"
AAA-CPS-0060,1,,,,,,0,8,0,8,,
AAA-CPS-0061,1,,,,,,0,88,0,88,,
AAA-CPS-0062,1,,,,,,0,88,0,88,,
AAA-CSE-0002-Black,1,,,,,4.35,4.35,1,0,1,,"Bluetooth Audio Receiver/Transmitter w/AUX Wire - BLACK"
AAA-CSE-0002-White,1,,,,,4.46,57.98,13,0,13,,"Bluetooth Audio Receiver/Transmitter w/AUX Wire - WHITE"
AAA-CSE-0011-RED-20,1,,,,,0,0,1,0,1,,"Lot Of 20 Car Trailer Tail LED Light Bulb Lamp 5050 36SMD 3057 3457 Red Leds"
AAA-CSE-0021,1,,,,,2.15,12.9,6,0,6,,"LED Dimmer Switch 12-24V 8A"
AAA-CSE-0023,1,,,,,0,0,0,0,0,,XOXO
AAA-CSE-0023-Blue,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">LATCHING</span>",2.94,0,0,0,0,,"Latching On/Off Switch w/Ring LED 16mm - BLUE"
AAA-CSE-0023-Green,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">LATCHING</span>",2.97,0,0,0,0,,"Latching On/Off Switch w/Ring LED 16mm - GREEN"
AAA-CSE-0023-Red,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">LATCHING</span>",2.94,67.62,23,0,23,,"Latching Power Push On/Off Button Switch w/LED 12V 16mm Aluminum Metal Chrome[Red]"
AAA-CSE-0023-White,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">LATCHING</span>",2.81,0,0,0,0,,"Latching On/Off Switch w/Ring LED 16mm - WHITE"
AAA-CSE-0024,1,,,,,0,0,0,0,0,,XOXO
AAA-CSE-0024-Blue,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">MOMENTARY</span>",2.06,0,0,0,0,,"Momentary On/Off Switch w/Ring LED 16mm - BLUE"
AAA-CSE-0024-Green,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">MOMENTARY</span>",2.06,88.58,43,0,43,,"Momentary On/Off Switch w/Ring LED 16mm - GREEN"
AAA-CSE-0024-Red,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">MOMENTARY</span>",2.06,51.5,25,0,25,,"Momentary On/Off Switch w/Ring LED 16mm - RED"
AAA-CSE-0024-White,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">MOMENTARY</span>",2.06,0,0,2,-2,,"Momentary On/Off Switch w/Ring LED 16mm - WHITE"
AAA-CSE-0025,1,,,,,0,0,0,0,0,,XOXO
AAA-CSE-0025-Blue,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">LATCHING POWER</span>",2.56,0,0,0,0,,"Latching On/Off Switch w/Power LED 16mm - BLUE"
AAA-CSE-0025-Green,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">LATCHING POWER</span>",2.56,0,0,0,0,,"Latching On/Off Switch w/Power LED 16mm - GREEN"
AAA-CSE-0025-Red,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">LATCHING POWER</span>",2.56,0,0,0,0,,"Latching On/Off Switch w/Power LED 16mm - RED"
AAA-CSE-0025-White,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">LATCHING POWER</span>",2.56,-5.12,-2,0,-2,,"Latching On/Off Switch w/Power LED 16mm - WHITE"
AAA-CSE-0026,1,,,,,0,0,0,0,0,,XOXO
AAA-CSE-0026-Blue,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">MOMENTARY POWER</span>",2.36,0,0,0,0,,"Momentary On/Off Switch w/Power LED 16mm - BLUE"
AAA-CSE-0026-Green,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">MOMENTARY POWER</span>",2.36,0,0,0,0,,"Momentary On/Off Switch w/Power LED 16mm - GREEN"
AAA-CSE-0026-Red,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">MOMENTARY POWER</span>",2.36,9.44,4,0,4,,"Momentary On/Off Switch w/Power LED 16mm - RED"
AAA-CSE-0026-White,1,,,,"<span style=""font-size: 18pt; font-family: Impact; color: #DF3A01"">MOMENTARY POWER</span>",2.56,28.16,11,0,11,,"Momentary On/Off Switch w/Power LED 16mm - WHITE"
AAA-CSE-0029,1,,,,,5.17,232.65,45,0,45,,"Magnetic Steel Ball Phone Car Mount"
AAA-CSE-0031,1,,,,,3.93,47.16,12,0,12,,"USB LED Lamp"
AAA-CSE-0033,1,,,,,4.43,8.86,2,0,2,,"Nagoya NA771 Signal Booster Antenna"
AAA-HGS-0003,1,,,,,0,0,0,0,0,,XOXO
AAA-HGS-0003-Case,1,,,,,5.42,135.5,25,0,25,,"New Pocket Digital LCD Monitor PH Meter Tester Pen for Water Test Aquarium Pool"
AAA-HGS-0003-CaseOnly,1,,,,,,0,25,0,25,,
AAA-HGS-0003-NoCase,1,,,,,5.42,135.5,25,0,25,,"Digital PH Meter Kit"
AAA-HGS-0004,1,,,,,3.35,0,0,0,0,,"TDS & Temperature Meter w/Leather Bag"
AAA-HGS-0006,1,,,,,8.77,0,0,0,0,,"TDS Meter w/Temperature Temp Control / Digital PH Meter Water Quality Tester Kit[Combo - TDS & PH Meter]"
AAA-HGS-0009,1,,,,,,0,167,0,167,,
AAA-HGS-0009-3,1,,,,,0,0,55,0,55,,"3x Shark Replacement Pad S3250 S3101"
AAA-HGS-0009-5,1,,,,,0,0,33,0,33,,"5x MicroFiber Mop Pads Replacement for Shark Steam Europro/Light Easy S3250 S3101"
AAA-HGS-0010,1,,,,,1.01,219.17,217,0,217,,"Space Saver Bag Hand Pump"
"AAA-HGS-0014 HGS-0015",1,,,,,0,0,0,0,0,,XOXO
AAA-M1-BC-1X-LXG-000001BLK000,1,,,200,"LG TRANSPYRE VS810 BLACK",2.93,43.95,15,0,15,,"LG Transpyre VS810 VS810PP Back Cover - Black"
AAA-M1-BC-1X-LXG-000001BLK000-KZ,1,,,200,"LG TRANSPYRE VS810 BLACK",2.93,43.95,15,0,15,,"Battery Back Cover Rear Panel Repair/Replacement for Black LG Transpyre VS810PP"
AAA-M1-BC-1X-LXG-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> LG TRANSPYRE VS810 BLACK",2.93,43.95,15,0,15,,"LG Transpyre VS810 VS810PP Back Cover - Black + Main Tool Kit"
AAA-M1-BC-1X-LXG-000002BLK000,1,,,200,"LG NEXUS 5X BLACK",11.11,66.66,6,0,6,,"LG Google Nexus 5X H790 H791 Back Cover - Black"
AAA-M1-BC-1X-LXG-000002BLK000-KZ,1,,,200,"LG NEXUS 5X BLACK",11.11,66.66,6,0,6,,"Battery Back Cover Rear Panel Replacement for Black LG Google Nexus 5X H791 5.2"""
AAA-M1-BC-1X-SAM-000000GLD000,1,,,200,"SAM COPY S6 EDGE G9280 GOLD",1.02,21.42,21,1,20,,"Samsung Galaxy S6 Edge Plus SM-G928 G9280 Back Cover + Preattached Adhesive - Copy - Gold"
AAA-M1-BC-1X-SAM-000000GLD000-KZ,1,,,200,"SAM COPY S6 EDGE G9280 GOLD",1.02,20.4,20,0,20,,"Back Cover Rear Panel for Gold Samsung Galaxy S6 Edge+ Plus SM-G928 G928A AT&T"
AAA-M1-BC-1X-SAM-000000GLD000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM COPY S6 EDGE G9280 GOLD",1.02,20.4,20,0,20,,"Samsung Galaxy S6 Edge Plus SM-G928 G9280 Back Cover + Preattached Adhesive - Copy - Gold + Main tool kit"
AAA-M1-BC-1X-SAM-000001BLK000,1,,,200,"SAM NOTE 5 N920A AT&T BLACK",9.86,98.6,10,0,10,,"Samsung Galaxy Note 5 N920A AT&T Back Cover + Preattached Adhesive - Black"
AAA-M1-BC-1X-SAM-000001BLK000-KZ,1,,,200,"SAM NOTE 5 N920A AT&T BLACK",9.86,98.6,10,0,10,,"Back Cover Replacement Black Samsung Galaxy Note 5 SM-N920 N920A AT&T+Adhesive"
AAA-M1-BC-1X-SAM-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM NOTE 5 N920A AT&T BLACK",9.86,98.6,10,0,10,,"Samsung Galaxy Note 5 N920A AT&T Back Cover + Preattached Adhesive - Black + Main Tool Kit"
AAA-M1-BC-1X-SAM-000002BLK000,1,,,200,"SAM NOTE 5 N920V VERIZON BLACK",10.01,120.12,12,0,12,,"Samsung Galaxy Note 5 N920V Verizon Back Cover + Preattached Adhesive - Black"
AAA-M1-BC-1X-SAM-000002BLK000-KZ,1,,,200,"SAM NOTE 5 N920V VERIZON BLACK",10.01,120.12,12,0,12,,"Back Cover Replacement Black Samsung Galaxy Note 5 SM-N920 N920V Verizon+Tape"
AAA-M1-BC-1X-SAM-000002BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM NOTE 5 N920V VERIZON BLACK",10.01,120.12,12,0,12,,"Samsung Galaxy Note 5 N920V Verizon Back Cover + Preattached Adhesive - Black + Main tool kit"
AAA-M1-BC-1X-SAM-000003GLD000,1,,,200,"SAM S6 G920A AT&T GOLD",5.64,11.28,2,0,2,,"Samsung Galaxy S6 G920A AT&T Back Cover + Preattached Adhesive - Gold"
AAA-M1-BC-1X-SAM-000003GLD000-KZ,1,,,200,"SAM S6 G920A AT&T GOLD",5.64,11.28,2,0,2,,"Battery Back Cover Rear Panel for Gold Samsung Galaxy S6 G920A AT&T+Adhesive"
AAA-M1-BC-1X-SAM-000003GLD000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM S6 G920A AT&T GOLD",5.64,11.28,2,0,2,,"Samsung Galaxy S6 G920A AT&T Back Cover + Preattached Adhesive  - Gold + Main tool kit"
AAA-M1-BC-1X-SAM-000003WHT000,1,,,200,"SAM S6 G920A AT&T WHITE",5.3,159,30,0,30,,"Samsung Galaxy S6 AT&T G920A Battery Back Door Glass Cover Replacement White"
AAA-M1-BC-1X-SAM-000003WHT000-KZ,1,,,200,"SAM S6 G920A AT&T WHITE",5.3,159,30,0,30,,"Battery Back Cover Rear Panel for White Samsung Galaxy S6 G920A AT&T+Adhesive"
AAA-M1-BC-1X-SAM-000003WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM S6 G920A AT&T WHITE",5.3,159,30,0,30,,"Samsung Galaxy S6 G920A AT&T Back Cover + Preattached Adhesive  - White + Main tool kit"
AAA-M1-BC-1X-SAM-000004BLK000,1,,,200,"SAM S6 G920V VERIZON BLACK",6.5,136.5,21,0,21,,"Samsung Galaxy S6 G920V Verizon 4G Back Cover + Preattached Adhesive - Black"
AAA-M1-BC-1X-SAM-000004BLK000-KZ,1,,,200,"SAM S6 G920V VERIZON BLACK",6.5,136.5,21,0,21,,"Battery Back Cover Rear Panel Black Samsung Galaxy S6 G920V Verizon 4G+Adhesive"
AAA-M1-BC-1X-SAM-000004BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM S6 G920V VERIZON BLACK",6.5,136.5,21,0,21,,"Samsung Galaxy S6 G920V Verizon 4G Back Cover + Preattached Adhesive - Black + Main tool kit"
AAA-M1-BC-1X-SAM-000006BLK000,1,,,200,"SAM S7 EDGE G935 BLACK",12.23,97.84,8,0,8,,"Samsung Galaxy S7 Edge SM-G935 G935R4 G935P G935T G935V G935A Back Cover + Preattached Adhesive - Black"
AAA-M1-BC-1X-SAM-000006BLK000-KZ,1,,,200,"SAM S7 EDGE G935 BLACK",12.23,97.84,8,0,8,,"Battery Rear Back Cover Black Samsung Galaxy S7 Edge SM-G935V Verizon+Adhesive"
AAA-M1-BC-1X-SAM-000006BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM S7 EDGE G935 BLACK",12.23,97.84,8,0,8,,"Samsung Galaxy S7 Edge SM-G935 G935R4 G935P G935T G935V G935A Back Cover + Preattached Adhesive - Black + Main tool kit"
AAA-M1-BC-1X-SAM-000006GLD000,1,,,200,"SAM S7 EDGE G935 GOLD",10.61,63.66,6,0,6,,"Samsung Galaxy S7 Edge SM-G935 G935R4 G935P G935T G935V G935A Back Cover + Preattached Adhesive - Gold"
AAA-M1-BC-1X-SAM-000006GLD000-KZ,1,,,200,"SAM S7 EDGE G935 GOLD",10.61,63.66,6,0,6,,"Battery Rear Back Cover Gold Samsung Galaxy S7 Edge SM-G935V Verizon+Adhesive"
AAA-M1-BC-1X-SAM-000006GLD000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM S7 EDGE G935 GOLD",10.61,63.66,6,0,6,,"Samsung Galaxy S7 Edge SM-G935 G935R4 G935P G935T G935V G935A Back Cover + Preattached Adhesive - Gold + Main tool kit"
AAA-M1-BC-1X-SAM-000006WHT000,1,,,200,"SAM S7 EDGE G935 WHITE",11.47,217.93,19,0,19,,"Samsung Galaxy S7 Edge SM-G935 G935R4 G935P G935T G935V G935A Back Cover + Preattached Adhesive - White"
AAA-M1-BC-1X-SAM-000006WHT000-KZ,1,,,200,"SAM S7 EDGE G935 WHITE",11.47,217.93,19,0,19,,"Battery Rear Back Cover White Samsung Galaxy S7 Edge SM-G935T T-Mobile+Adhesive"
AAA-M1-BC-1X-SAM-000006WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM S7 EDGE G935 WHITE",11.47,217.93,19,0,19,,"Samsung Galaxy S7 Edge SM-G935 G935R4 G935P G935T G935V G935A Back Cover + Preattached Adhesive - White + Main tool kit"
AAA-M1-BC-1X-SAM-000007BLK000,1,,,200,"SAM ORI S6 EDGE PLUS G9280 BLACK",5.48,38.36,7,0,7,,"Samsung Galaxy S6 Edge Plus SM-G928 G9280 G928R4 G928P G928T G928A G928R4 G928V Back Cover + Preattached Adhesive - Original - Black"
AAA-M1-BC-1X-SAM-000007BLK000-KZ,1,,,200,"SAM ORI S6 EDGE PLUS G9280 BLACK",5.48,38.36,7,0,7,,"Battery Rear Back Cover Panel Black Samsung Galaxy S6 Edge Plus SM-G928+Adhesive"
AAA-M1-BC-1X-SAM-000007BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM ORI S6 EDGE PLUS G9280 BLACK",5.48,38.36,7,0,7,,"Samsung Galaxy S6 Edge Plus SM-G928 G9280 G928R4 G928P G928T G928A G928R4 G928V Back Cover + Preattached Adhesive - Original - Black + Main tool kit"
AAA-M1-BC-1X-SAM-000007GLD000,1,,,200,"SAM ORI S6 EDGE PLUS G9280 GOLD",5.48,54.8,10,0,10,,"Samsung Galaxy S6 Edge Plus SM-G928 G9280 G928R4 G928P G928T G928A G928R4 G928V Back Cover + Preattached Adhesive - Original - Gold"
AAA-M1-BC-1X-SAM-000007GLD000-KZ,1,,,200,"SAM ORI S6 EDGE PLUS G9280 GOLD",5.48,54.8,10,0,10,,"Battery Rear Back Cover Panel Gold Samsung Galaxy S6 Edge Plus SM-G928+Adhesive"
AAA-M1-BC-1X-SAM-000007GLD000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM ORI S6 EDGE PLUS G9280 GOLD",5.48,54.8,10,0,10,,"Samsung Galaxy S6 Edge Plus SM-G928 G9280 G928R4 G928P G928T G928A G928R4 G928V Back Cover + Preattached Adhesive - Original - Gold + Main tool kit"
AAA-M1-BC-1X-SAM-000007WHT000,1,,,200,"SAM ORI S6 EDGE PLUS G9280 WHITE",6.38,51.04,8,0,8,,"Samsung Galaxy S6 Edge Plus SM-G928 G9280 G928R4 G928P G928T G928A G928R4 G928V Back Cover + Preattached Adhesive - Original - White"
AAA-M1-BC-1X-SAM-000007WHT000-KZ,1,,,200,"SAM ORI S6 EDGE PLUS G9280 WHITE",6.38,51.04,8,0,8,,"Battery Rear Back Cover Panel White Samsung Galaxy S6 Edge Plus SM-G928+Adhesive"
AAA-M1-BC-1X-SAM-000007WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM ORI S6 EDGE PLUS G9280 WHITE",6.38,51.04,8,0,8,,"Samsung Galaxy S6 Edge Plus SM-G928 G9280 G928R4 G928P G928T G928A G928R4 G928V Back Cover + Preattached Adhesive - Original - White + Main tool kit"
AAA-M1-DG-1X-ACA-000000BLK000,1,,,200,"ALCATEL 7024W BLACK",3.7,22.2,6,0,6,,"Alcatel One Touch Fierce 7024W 7025W Digitizer - Black"
AAA-M1-DG-1X-ACA-000000BLK000-KZ,1,,,200,"ALCATEL 7024W BLACK",3.7,22.2,6,0,6,,"Touch Screen Digitizer Glass Replacement Black Alcatel One Touch Fierce 7025W"
AAA-M1-DG-1X-ACA-000000BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ALCATEL 7024W BLACK",3.7,22.2,6,0,6,,"Alcatel One Touch Fierce 7024W 7025W Digitizer - Black + Main tool kit"
AAA-M1-DG-1X-ACA-000002BLK000,1,,,200,"ALCATEL POP C7 7041",2.56,30.72,12,0,12,,"Alcatel One Touch Pop C7 7041 7040 7040D 7041X 7041D 7040A Digitizer Replacement - Black"
AAA-M1-DG-1X-ACA-000002BLK000-KZ,1,,,200,"ALCATEL POP C7 7041",2.56,30.72,12,0,12,,"Touch Screen Glass Digitizer Replacement Black Alcatel One Touch Pop C7 7040"
AAA-M1-DG-1X-ACA-000002BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ALCATEL POP C7 7041",2.56,30.72,12,0,12,,"Alcatel One Touch Pop C7 7041 7040 7040D 7041X 7041D 7040A Digitizer Replacement - Black + Main tool kit"
AAA-M1-DG-1X-ACA-000003BLK000,1,,,200,"ALCATEL PIXI  5.0 5015X BLACK",3.16,0,0,0,0,,"Alcatel One Touch Pixi 3 5.0 5015A 5015D 5015E 5015X Digitizer + Preattached Adhesive - Black"
AAA-M1-DG-1X-ACA-000003BLK000-KZ,1,,,200,"ALCATEL PIXI 5.0 5015X BLACK",3.16,0,0,0,0,,
AAA-M1-DG-1X-ACA-000003BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>ACA PIXI 3 5015A",3.16,0,0,0,0,,
AAA-M1-DG-1X-ACA-000004BLK000,1,,,200,"ALCATEL POP C9 7047 BLACK",3.52,38.72,11,0,11,,"Alcatel One Touch Pop C9 7047 OT-7047 7047A 7047D Digitizer + Preattached Adhesive - Black"
AAA-M1-DG-1X-ACA-000004BLK000-KZ,1,,,200,"ALCATEL POP C9 7047 BLACK",3.52,38.72,11,0,11,,
AAA-M1-DG-1X-ACA-000004BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ACA One Touch Pop C9 7047 Black",3.52,38.72,11,0,11,,
AAA-M1-DG-1X-ACA-000004WHT000,1,,,200,"ALCATEL POP C9 7047 WHITE",3.16,37.92,12,0,12,,"Alcatel One Touch Pop C9 7047 OT-7047 7047A 7047D Digitizer + Preattached Adhesive - White"
AAA-M1-DG-1X-ACA-000004WHT000-KZ,1,,,200,"ALCATEL POP C9 7047 WHITE",3.16,37.92,12,0,12,,
AAA-M1-DG-1X-ACA-000004WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ACA One Touch Pop C9 7047 WHITE",3.16,37.92,12,0,12,,
AAA-M1-DG-1X-BLU-000001BLK000,1,,,200,"BLU 6.0 D651 BLACK",3.66,0,0,0,0,,"BLU STUDIO 6.0 HD D651 D651U D651L Digitizer - Black"
AAA-M1-DG-1X-BLU-000001BLK000-KZ,1,,,200,"BLU STUDIO 6.0 HD D651 BLACK",3.66,0,0,0,0,,"BLU STUDIO 6.0 HD D651 D651U D651L Digitizer - Black"
AAA-M1-DG-1X-BLU-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> BLU 6.0 D651 BLACK",3.66,0,0,0,0,,"BLU STUDIO 6.0 HD D651 D651U D651L Digitizer - Black + Main tool kit"
AAA-M1-DG-1X-BLU-000002BLK000,1,,,200,"BLU STUDIO 5.0 C D534 D535 BLACK",2.24,0,0,0,0,,"Blu Studio 5.0 C HD D534 D534L D534U D535 D535A D535I D535U Digitizer + Preattached Adhesive - Black"
AAA-M1-DG-1X-BLU-000002BLK000-KZ,1,,,200,"BLU STUDIO 5.0 C D534 D535 BLACK",2.24,0,0,0,0,,
AAA-M1-DG-1X-BLU-000002BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> Blu Studio 5.0 C HD D534 BLACK",2.24,0,0,0,0,,
AAA-M1-DG-1X-BLU-000004BLK000,1,,,200,"BLU DASH 5.0 CHIP D410 BLACK",2.93,2.93,1,0,1,,"Blu Dash 5.0 Chip D410 D410a D410i Digitizer - Black (with logo)"
AAA-M1-DG-1X-BLU-000004BLK000-KZ,1,,,200,"BLU DASH 5.0 CHIP D410 BLACK",2.93,2.93,1,0,1,,
AAA-M1-DG-1X-BLU-000004BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> BLU DASH 5.0 CHIP D410 BLACK",2.93,2.93,1,0,1,,
AAA-M1-DG-1X-BLU-000004WHT000,1,,,200,"BLU DASH 5,.0 CHIP D410 WHITE",2.93,23.44,8,0,8,,"Blu Dash 5.0 Chip D410 D410a D410i Digitizer - White (with logo)"
AAA-M1-DG-1X-BLU-000004WHT000-KZ,1,,,200,"BLU DASH 5,.0 CHIP D410 WHITE",2.93,23.44,8,0,8,,
AAA-M1-DG-1X-BLU-000004WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> BLU DASH 5,.0 CHIP D410 WHITE",2.93,23.44,8,0,8,,
AAA-M1-DG-1X-BLU-000005BLK000,1,,,200,"BLU STUDIO G D790",2.55,12.75,5,0,5,,"Blu Studio G D790 D790L D790U Digitizer - Black"
AAA-M1-DG-1X-BLU-000005BLK000-KZ,1,,,200,"BLU STUDIO G D790",2.55,12.75,5,0,5,,
AAA-M1-DG-1X-BLU-000005BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> BLU STUDIO G D790",2.55,12.75,5,0,5,,
AAA-M1-DG-1X-BLU-000006BLK000,1,,,200,"BLU STUDIO G PLUS S500 S510 BLACK",3.31,59.58,18,1,17,,"Blu Studio G Plus S500Q S510Q Digitizer - Black"
AAA-M1-DG-1X-BLU-000006BLK000-KZ,1,,,200,"BLU STUDIO G PLUS S500 S510 BLACK",3.31,56.27,17,0,17,,
AAA-M1-DG-1X-BLU-000006BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> BLU STUDIO G PLUS S500 S510 BLACK",3.31,56.27,17,0,17,,
AAA-M1-DG-1X-HTC-000000BLK000,1,,,200,"HTC 510 BLACK",3.15,25.2,8,0,8,,"HTC Desire 510 Digitizer - Black"
AAA-M1-DG-1X-HTC-000000BLK000-KZ,1,,,200,"HTC 510 BLACK",3.15,25.2,8,0,8,,"Touch Screen Digitizer Glass Panel Replacement Black HTC Desire 510 4.7"" Sprint"
AAA-M1-DG-1X-HTC-000000BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> HTC 510 BLACK",3.15,25.2,8,0,8,,"HTC Desire 510 Digitizer - Black + Main tool kit"
AAA-M1-DG-1X-HTC-000001BLK000,1,,,200,"HTC 610 BLACK",3.14,37.68,12,0,12,,"HTC Desire 610 Digitizer - Black"
AAA-M1-DG-1X-HTC-000001BLK000-KZ,1,,,200,"HTC 610 BLACK",3.14,37.68,12,0,12,,"Touch Screen Digitizer Glass Panel Replacement for Black HTC Desire 610 4.7"""
AAA-M1-DG-1X-HTC-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> HTC 610 BLACK",3.14,37.68,12,0,12,,"HTC Desire 610 Digitizer - Black + Main tool kit"
AAA-M1-DG-1X-HTC-000002BLK000,1,,,200,"HTC M7 BLACK",1.96,0,0,0,0,,"HTC One M7 Digitizer - Black"
AAA-M1-DG-1X-HTC-000002BLK000-KZ,1,,,200,"HTC M7 BLACK",1.96,0,0,0,0,,"Touch Screen Digitizer Glass Panel for Black HTC One M7 4.7"" HTC6500LVW Verizon"
AAA-M1-DG-1X-HTC-000002BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> HTC M7 BLACK",1.96,0,0,0,0,,"HTC One M7 Digitizer - Black + Main tool kit"
AAA-M1-DG-1X-HTC-000003BLK000,1,,,200,"HTC M8 BLACK",3.33,53.28,16,0,16,,"HTC One M8 Digitizer - Black"
AAA-M1-DG-1X-HTC-000003BLK000-KZ,1,,,200,"HTC M8 BLACK",3.33,53.28,16,0,16,,"Touch Screen Digitizer Glass Panel Replacement for Black HTC One M8 5.0"" 6995LVW"
AAA-M1-DG-1X-HTC-000003BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> HTC M8 BLACK",3.33,53.28,16,0,16,,"HTC One M8 Digitizer - Black + Main tool kit"
AAA-M1-DG-1X-HTC-000004BLK000,1,,,200,"HTC 500 BLACK",3.09,74.16,24,0,24,,"HTC Desire 500 Digitizer"
